"","D-Sas4_1","D-Sas4_2","D-Sas4_3","D-Ssas6_1","D-Ssas6_2","D-Ssas6_3","SakOE_1","SakOE_2","SakOE_3","w67WT_1","w67WT_2","w67WT_3","OregonRWT_1","OregonRWT_2","OregonRWT_3"
"1637146_at",5.287728374,5.616155807,5.589011293,5.842979952,5.21324038,5.580437377,6.219033455,5.99410151,6.290838829,6.376295673,6.56927389,5.874821011,5.19447643,5.365337877,5.18194743
"1632978_at",9.047878609,8.950706912,8.782589666,8.767986624,8.770223684,8.767986624,7.905577776,7.486476899,7.843459523,8.742507567,8.659360093,8.828151918,8.561770606,8.415681882,8.573144881
"1629821_at",7.426537416,7.397923043,7.764799233,7.521651523,7.12347738,7.453060701,7.312216188,7.15467258,7.166833016,7.725496674,7.575714796,7.622786479,7.387161684,7.590055099,7.413154214
"1626074_at",2.703276016,2.703276016,2.655575909,3.16038514,3.084675974,3.262592703,2.934118929,2.934118929,3.443411071,2.703276016,2.703276016,3.282620829,3.083729619,3.083729619,3.494065204
"1627274_at",5.631187728,5.731112416,5.961265377,6.095293401,5.604630685,5.983956751,5.021178434,5.886843682,5.898528778,6.212260121,5.996168821,6.230672544,5.739011499,6.00040344,5.769291428
"1633109_at",7.52055939,6.566016379,7.585185038,5.686121196,5.666799163,5.315867887,6.005241955,6.145790519,6.749559905,6.941780721,7.124056755,7.293294054,5.65286769,7.012822185,6.274445126
"1624766_s_at",11.49200916,11.55995409,11.49488863,11.80160167,11.69938377,11.63571007,11.20513149,11.16891821,11.10742483,11.65391254,11.54949184,11.62488437,11.4467191,11.35621047,11.26430063
"1639902_at",7.231446323,7.484569167,7.200286514,7.502891837,7.085608444,7.048486268,6.530397594,6.737791947,6.797068659,7.383509401,7.356422171,7.353225527,7.156875007,6.971602645,7.188072041
"1631508_a_at",2.988254897,3.111141689,3.080963225,3.134940264,2.909378459,2.910457529,2.746415759,2.646862032,3.6885257,2.972698322,3.003425092,2.742063616,2.709546913,2.743734861,2.69185756
"1623284_at",2.430594559,2.843679677,2.53918289,3.259900398,2.742298838,3.122849645,2.782454332,2.761719722,2.718399879,2.647432351,2.569351585,2.61667993,3.210754937,3.082077854,3.354829514
"1628213_s_at",11.63181058,11.93537555,11.68346351,11.78652746,11.81821303,11.72126096,11.43458291,11.62116752,11.55403378,11.6061632,11.79129334,11.54448934,11.51570864,11.40338118,11.39063551
"1623096_a_at",3.824980666,3.969641009,3.846464156,2.881288629,2.932973528,2.897123894,3.303370765,3.373921733,3.284455943,3.814689814,3.831180625,3.690550615,3.965171355,3.822996878,3.833530988
"1640654_at",7.849509889,5.663972796,5.543986753,3.914164937,4.804150396,4.681724096,4.929913727,5.076602681,6.187859876,6.286758555,5.938695077,5.330819999,5.784491471,5.021536669,5.503179915
"1639896_at",10.52063771,10.80719338,10.25180017,9.57495474,9.395665391,9.652883978,6.887854569,5.880817733,4.79603209,9.98769432,9.70625344,10.09946472,9.543200235,8.896929435,9.270248622
"1633520_at",7.329225072,7.089543286,7.242927376,8.677640051,8.935054382,8.909972663,6.127196484,6.410606306,6.619821704,8.72292465,8.67814568,8.833115788,8.459051258,8.833979826,8.870149414
"1625121_at",3.401465451,3.126117764,2.846869393,3.027785931,3.163483779,2.883730227,2.874089003,2.959954638,2.968027159,3.185159478,3.146104704,3.264250224,2.804795531,2.771391644,2.792233255
"1637394_s_at",2.530266719,2.452593623,2.492353277,3.095075345,2.331230659,3.127648911,2.429216557,2.568424953,2.61752596,2.450634518,2.310200361,2.752398247,2.722300735,2.798007898,2.722879685
"1628668_at",4.615687301,4.569848739,4.609443875,4.218080405,4.367281624,4.186261751,5.015284492,4.993266629,4.993266629,4.597091479,4.388849209,5.202620009,3.89593274,4.017906764,3.913565447
"1624862_at",4.399360142,5.019134804,4.438058015,5.79308546,5.704407806,5.768582146,4.973184097,4.978447362,4.468525264,5.079251378,5.534778536,5.097820088,5.488480545,5.76934157,5.835409736
"1629152_at",12.27767447,11.9128941,12.35573375,12.52796807,12.33208024,12.45870158,12.11409973,12.41250505,12.50331152,12.35797071,12.0199473,12.10982752,12.12485479,12.40962679,12.20866925
"1640778_at",4.407658942,5.263580248,5.038598664,6.387844156,6.540083591,6.514393335,5.88061536,5.812028618,5.621261384,6.695396889,6.56941662,6.371247423,6.888619007,6.986825345,7.112177607
"1633882_at",3.518744368,3.529309423,3.523431431,3.158769999,3.158769999,3.158769999,3.267567491,3.267567491,3.553981375,3.518744368,3.518744368,3.518536425,3.676115945,3.699147837,3.640883209
"1641674_at",4.896991854,4.917328372,4.903477397,5.034281301,5.091514012,5.029056619,4.466855323,4.45316574,4.455917997,4.95452208,5.384015217,4.952206554,5.027319714,4.903685401,5.037997926
"1641593_at",4.030784134,4.1786044,4.354780457,4.545990216,4.345990981,4.694669789,4.293390665,4.435990301,4.321084333,3.993271565,4.542691793,4.606042978,4.37597626,4.412616883,3.940844766
"1637914_at",6.843648063,6.658815944,6.49976116,6.66046707,6.409339185,6.531687619,6.96813531,6.965150182,6.700152708,6.783800344,6.347966464,6.711167035,6.793918334,6.432006325,6.854884564
"1634579_at",11.11843133,10.71223002,11.25498533,11.41122079,11.34208872,11.13812844,11.11285888,11.15055391,10.7806193,11.13256062,10.95302516,11.25533882,10.63924077,11.02367397,11.17589953
"1626600_at",3.282964239,3.42058533,3.311847093,2.963122945,3.010095347,3.392861847,2.698661821,2.845035088,2.734719906,3.167566533,3.221388307,3.248287242,3.346363073,3.492101344,3.45474839
"1624510_at",5.103141971,5.288980322,5.352256924,5.350853015,4.813281449,5.177686356,5.298474185,4.832236527,5.108452928,5.186791162,5.429078386,5.40629458,5.227830305,4.847235507,5.352748813
"1634486_at",2.622406171,2.85034005,2.888182928,3.104818556,2.992913882,3.013692372,2.744517464,2.628377119,2.956728492,2.318430057,2.82621951,2.844750611,2.870332349,2.867158483,2.869100371
"1626755_at",7.409541132,7.674147752,7.671169706,7.028427631,7.118458675,7.045429938,7.148239039,7.171546812,7.158471052,7.373241292,7.327907092,7.653108224,7.430382269,7.42083961,7.376875086
"1623241_s_at",6.274651535,6.001548869,6.000991869,5.657864074,4.965756162,5.971091642,5.587345798,5.348605086,4.757661382,6.001548869,6.004431143,5.763150041,5.688389338,4.826072422,5.688076752
"1631195_at",4.334014345,4.288019527,4.323530364,4.277130149,4.318748066,4.154733916,4.105323295,3.98818536,4.101659848,4.398428723,4.288874035,4.452587205,3.944334388,4.537553772,4.504696889
"1639516_at",5.663964259,5.065510777,5.178743593,4.76733422,4.769350088,4.652710479,4.874225305,4.833128094,4.860318379,5.074311923,5.194095946,5.176855815,4.872868804,5.001095374,4.88705667
"1635396_at",5.292243762,5.315946761,5.39760697,4.906920219,4.617241813,4.729118115,5.048349402,5.033078037,4.520534327,5.456503198,5.90899303,5.413475698,5.150162246,4.872637018,5.029265392
"1640540_at",3.649207216,3.029034724,3.014787477,2.371604338,2.371604338,2.356610624,2.384275051,2.403385814,2.403385814,3.106530621,3.05860001,3.106549698,2.56782752,2.566103679,2.567905877
"1623684_at",6.270695905,6.088239516,6.25010571,6.399080179,6.36302757,6.241210386,5.296975873,5.77942944,5.730036873,6.287090423,5.747231645,6.349710579,6.16509919,6.437754687,6.074305143
"1629365_at",3.382688883,3.957481849,3.845076155,3.622407363,3.852340459,4.425861711,3.705677764,3.754142335,3.754142335,4.003375551,4.075849488,4.17839176,3.780985943,3.722982275,3.735645858
"1639646_at",7.388093128,7.768285836,7.199622469,7.389794827,7.385124042,7.612091196,7.528000404,7.518438376,7.239000195,7.362720171,7.257997167,7.464185157,7.183592923,7.226346222,7.172711714
"1636927_at",6.113835177,5.900659464,6.291844706,4.878257787,4.965172396,5.288907912,5.866116224,5.500689254,5.47434457,6.346985284,6.335820816,6.590427204,6.058883016,5.777085606,6.325281394
"1627272_at",3.473795926,3.48680381,3.475272377,3.297806145,3.297805357,3.297806145,3.613198782,3.613198782,3.701359525,3.449924442,3.452558468,3.595698017,3.213768578,3.237384017,3.67365947
"1634608_at",5.329633641,5.85277775,5.404233848,5.912121125,5.45576684,5.802801539,5.916239166,5.604800709,5.244558451,5.153900923,5.311209497,5.32008993,5.9054647,5.371061005,5.334261729
"1641573_at",4.099181581,4.303799362,4.182875365,2.906886441,2.906003603,2.800156764,4.554162302,4.565932342,4.326621249,4.229097621,4.26400756,4.055892556,5.652685994,5.330227167,5.974905649
"1630985_at",3.365375522,3.105211166,3.673327345,2.793153281,2.73758635,2.815124559,2.691590979,2.880773829,2.595716372,2.758510015,3.386864783,2.557940056,2.848594132,2.576703027,2.663023464
"1633463_s_at",9.955016261,9.501705116,9.923374545,9.562815768,9.697594749,9.476821942,9.637439493,9.829833147,10.10433327,9.880235258,9.677452875,9.678000732,9.895976994,9.815972313,9.706770946
"1634267_at",3.093269039,3.18423712,3.296304411,3.181634112,3.110121974,3.170957586,2.814124094,2.782496579,2.67094998,3.184861076,3.135674437,3.232772235,3.63692786,3.228042569,2.902252545
"1629696_a_at",8.130125128,8.654826563,8.542226191,8.513818233,8.406043871,8.620452927,8.500573522,8.523176177,8.449111166,8.669996284,8.51141788,8.81521142,8.239532131,8.032481387,8.101465725
"1640552_at",3.899798644,4.060605363,3.957269304,4.648262952,4.653212787,4.800458826,4.261572784,4.160765967,3.9677572,4.053788665,4.067120171,4.145045412,4.465992493,4.486829092,4.461600997
"1632099_s_at",7.577321093,7.793786929,7.640973564,7.616119532,7.670094039,7.585037379,7.192217907,7.191401534,7.282396355,7.646298319,7.409005649,7.386178038,7.144593186,7.291440174,7.057347723
"1627509_s_at",6.167627701,6.880028516,6.874679893,6.10113879,5.882393271,6.109839932,6.615579839,6.059690017,5.912834092,6.372170203,6.731296183,6.721104551,6.469032306,6.27961735,6.393931822
"1639622_at",8.53131671,8.999449294,8.873985705,8.863641103,8.353918402,8.85660304,8.726012886,8.550723257,8.173843815,8.781342598,8.815967922,9.110365937,8.467952277,8.357151691,8.650275713
"1635714_s_at",9.331186285,9.414710546,9.633761449,9.135782846,9.216852436,9.179390795,9.241940185,9.082402895,9.321425854,9.446380339,9.529017401,9.480641833,9.254438544,9.144015181,9.062347331
"1632260_s_at",4.064662721,4.284916356,4.387487417,3.958014694,4.217920283,4.003324309,3.652879445,3.915868634,4.126814116,4.436865724,4.368403753,3.926213078,3.186775826,2.927559293,3.138357234
"1637827_at",9.189964783,9.374566209,9.043870358,9.318347474,9.537207726,9.438707949,9.431651849,9.349969674,9.429544639,9.324274464,9.392699543,9.347710161,9.144751656,9.018899488,9.030405462
"1629306_at",10.65632863,10.28617414,10.6318452,10.74532753,10.64167212,10.10891785,10.2965299,10.37910897,10.31684016,10.50918552,10.47376144,10.55675808,10.39051813,10.44692546,10.37212263
"1628296_at",3.553931746,3.713147982,4.487566376,3.481578777,3.994935337,3.033979356,3.049627982,3.612123744,3.323525257,3.650922373,3.606008677,3.552378794,2.885854796,2.959902117,3.438191361
"1640478_at",7.035826374,5.457689495,5.315302958,5.385971767,5.533603392,5.352438764,5.27187985,5.433853855,6.485360355,5.479041686,5.422300518,5.496343057,5.902159403,5.385992419,5.667365552
"1632203_at",8.495256431,8.830162401,8.660483987,8.832558283,8.299863698,8.632302493,9.11177381,8.963580984,8.501452326,8.505646806,8.794682266,8.87300572,8.145394397,8.283442468,8.388217285
"1624075_at",5.309793897,4.626437698,4.824609217,2.512475502,2.599181877,2.524602205,4.23017367,4.395954573,4.311192082,3.916965655,3.831923926,3.873835438,4.030508373,4.083029164,3.652350571
"1633844_at",3.77799571,3.777319284,3.820212923,2.825210868,2.775917666,2.825210868,4.233075596,4.012624242,4.013162453,3.777319284,3.77799571,3.77799571,3.549145541,3.549145541,3.540078101
"1625657_at",3.11605278,2.767222139,2.767938332,2.515154811,2.515154811,2.496234373,2.386106402,2.386106402,2.368185178,2.767938332,2.74451701,2.777195893,2.440318897,2.440917735,2.431644376
"1626358_at",6.241046423,6.309390993,6.334411897,5.955818867,5.95591996,5.924640834,6.368847684,6.124138786,6.11311361,6.009978517,6.081209271,5.707228604,5.612725961,5.468964121,5.672355846
"1629725_at",6.06200018,6.270531621,6.098209255,6.549930934,6.3568196,6.364675477,6.562590473,6.700957544,6.549142147,6.444778703,6.237034998,6.459432033,6.200060361,6.424269043,6.556275307
"1632889_at",6.407036285,6.789323642,6.386706224,6.792299823,6.927885766,6.646075232,6.235923784,6.409677966,6.555765065,6.74234643,6.533501024,6.62927033,5.763291916,6.154116069,6.134194194
"1640096_at",7.409443121,7.458591913,7.428494419,7.193683072,6.89164496,7.403549402,7.223196913,6.84934103,6.981927068,7.313024524,7.158137895,7.50205138,7.296991281,7.168422297,7.101362776
"1631844_at",8.647849016,8.960957775,8.963542718,8.91590633,8.927095796,8.755264975,8.812536904,8.592322299,8.537246888,8.856857841,9.082199359,8.866095148,8.744059361,8.626166514,8.648575046
"1629181_at",7.947259629,7.29347875,6.699332602,7.338285465,7.261007052,6.851740891,7.708201078,7.937158173,8.461906333,7.804027832,7.627511896,7.381802538,7.134351561,7.616523636,7.490275662
"1637280_at",9.27937348,9.067420776,9.405598266,9.220596481,9.285248051,8.700401245,9.183667792,9.169484447,9.273361449,9.082005887,9.114038242,9.128313943,8.829197146,8.881181984,8.933712105
"1639871_at",3.36061738,3.372983584,3.361450626,3.082391004,3.082391004,3.177528327,3.290428241,3.133115615,3.173970258,3.365020613,3.365631205,3.353989461,2.924438646,3.032639371,3.031691551
"1627329_at",5.881387845,6.059639996,6.09409753,5.937276802,5.695529461,5.709701676,5.084117444,5.219386032,5.474214994,6.0281919,5.974610621,6.273185707,5.499274808,5.772850408,5.492984922
"1632074_at",6.606210491,6.316953404,6.610588303,6.406896592,6.417481636,6.03552732,6.242792149,6.408480015,6.317600304,6.55953319,6.512911477,6.729485449,6.333655474,6.24945853,5.810611211
"1632824_at",5.278404876,5.246957239,5.336577832,4.643448707,4.566908766,4.893312752,4.33622282,4.857297985,4.658959074,5.120972435,5.17982448,5.385282935,4.843999101,5.115311379,4.894542277
"1628849_at",5.254063833,5.074495234,5.563341847,5.932939078,6.053418428,5.567247621,5.142558881,5.306368404,5.240349244,5.128063269,5.345913957,5.541335275,5.35053143,5.532749263,5.336730543
"1627156_at",3.249792028,2.673904813,2.937060514,3.441824343,3.441824343,3.342418541,2.686362454,2.679979436,2.966671009,3.098258095,2.939275555,3.002068145,2.632947304,2.613547549,2.408594464
"1632756_at",6.935012025,7.182554911,7.089757029,6.625206341,6.213280834,6.333065655,6.679747715,6.755502058,6.833086674,7.106096832,7.076979699,7.126404901,6.717667511,6.969538822,6.788570411
"1638469_s_at",9.114839051,9.229441261,9.265225555,9.233009184,8.892081969,9.21757215,8.26843924,8.57987527,9.133207569,8.651188824,8.495747717,8.481581068,8.178707294,8.458563878,8.402072898
"1634342_s_at",6.548766311,6.816304164,6.86925504,5.458453918,5.690830863,5.596427935,5.937845574,6.136573858,6.696764785,6.449952685,6.631295058,7.103957443,5.99107694,6.598274188,6.243319056
"1641317_at",7.094002516,7.214541614,7.127785128,6.952519817,7.124769033,7.190209285,6.890221334,6.808034924,6.742768796,7.103684642,7.14900943,7.072040904,7.372456662,7.254013697,7.238042147
"1629010_at",8.281568406,8.476308637,8.573106018,8.055078373,8.049223707,7.969455998,7.997989329,8.189943353,8.268242308,8.572766505,8.559551977,8.562890951,8.11610849,8.232221952,8.161034988
"1627283_at",4.694473178,4.515608235,4.786388319,5.537145801,5.5322404,5.927436143,4.93680478,4.792047607,4.727381511,4.868206473,5.262642378,4.645474703,4.509484338,4.734317161,4.740684627
"1631865_at",7.257191966,6.964406036,7.487712372,6.662209472,6.958044477,6.734858723,7.616900337,7.880694516,8.273272201,6.281854916,6.444357893,6.750791383,6.16476003,6.362702343,6.2689433
"1633765_at",7.278755364,7.173673374,7.420230129,7.403292724,7.427577271,7.40662664,7.795576696,7.686388557,7.687498356,7.566192129,7.553223172,7.726843826,7.563619605,7.333353274,7.327932429
"1631250_at",2.832232381,2.63419829,2.763636408,2.462945266,2.511880736,2.486449892,2.45572679,2.636859189,2.63000993,2.832232381,2.977303664,2.888879329,2.658386636,2.633277484,3.009072803
"1624745_at",7.978175952,7.47571698,7.321958302,7.32150855,6.923453261,6.907876145,7.466305838,7.099727001,6.45049425,7.18051438,6.589028353,7.710305739,7.165795471,6.593655722,7.116555574
"1640641_s_at",6.880345822,6.845188967,6.779935068,6.290619378,6.566242711,6.514768459,6.777745896,6.822143422,7.129902479,6.878244169,6.786575137,6.923836834,6.568521918,6.87285522,6.40626149
"1624535_at",10.60493076,10.62708102,10.42281632,10.41961881,11.00924312,10.67341079,10.80581441,10.80781908,10.7816537,10.3253523,10.81884825,10.59108805,10.53451628,10.56968993,10.60127261
"1639916_at",7.103578154,7.237266263,7.191712876,7.561182885,7.146877555,7.282053326,7.317427893,7.210513995,7.044673593,7.467366929,7.649827847,7.46181677,7.209222386,7.256672715,7.231806643
"1636934_at",7.503128089,7.95881852,8.030715746,7.847052783,7.273478645,7.797364366,7.760229448,7.541763595,7.48852927,7.718895345,7.964904659,7.988388363,7.308318056,7.422183171,7.214673385
"1631792_at",5.249370689,5.234318009,5.264653565,4.617048303,4.383969971,4.337447064,4.099940848,4.144235934,4.330021566,5.089484176,5.115135322,5.223149489,4.891392519,5.045163681,4.898007666
"1624780_at",7.303847169,7.228006052,7.174558524,7.365649343,7.505081331,6.964696305,7.026919909,6.960358995,6.94626495,7.202555094,7.198826911,7.173093203,6.88836599,6.902924472,6.765121898
"1637077_s_at",10.32285969,10.53805112,10.45598347,10.23163087,10.26591356,10.47996666,10.53092224,10.26329813,10.1838192,10.39378806,10.4621291,10.69684816,10.49659666,10.05777758,10.05755696
"1627194_at",5.019834743,5.150457851,5.120157575,4.77763639,4.704164628,5.441249739,4.576396257,4.604865058,4.531703614,4.693723181,4.374017223,4.642252185,5.089730753,5.280724314,5.746989971
"1641552_at",2.822329704,6.050126318,3.69008197,8.998636937,8.921932787,8.98896621,3.310516023,3.76756467,4.16097877,8.147913249,8.817048758,8.307543079,8.718614107,7.294184053,7.451179971
"1625951_at",7.342923596,7.307098506,7.515046104,7.186467698,7.109343498,7.329980083,7.070892686,6.985919341,6.940188116,7.658923206,7.682791842,7.390833556,6.896201254,6.990295092,7.233696992
"1633733_a_at",4.395201948,4.315051185,4.503641917,3.766516932,3.718588566,3.782987869,3.552064402,3.758364732,3.807946658,4.321623713,4.35966156,4.430629462,4.087055838,4.250500975,3.762776126
"1636615_at",12.08710386,11.9673866,12.21369314,12.35510156,12.21232402,12.28071647,11.88577224,11.94256665,11.9150441,12.05825465,11.69649473,12.06865196,12.81224289,13.05264167,12.87806115
"1624033_at",11.70488091,11.45239715,11.87735934,11.40945124,11.32464386,11.21577144,11.18439395,11.2948335,11.20819624,11.37684266,11.31818228,11.37743143,11.64717367,11.76182264,11.75863
"1635383_at",2.411343166,2.411343166,2.411343166,2.295265348,2.295265348,2.295265348,2.570919439,2.556202046,2.602347071,2.411343166,2.55031311,2.427352652,2.185683747,2.185683747,2.185683747
"1636279_at",7.45336692,7.297505837,7.589528779,7.794195203,7.652560959,7.562694977,7.388740358,7.278786076,7.322273249,7.499981051,7.217920672,7.462191733,7.233031792,7.256231662,7.112753595
"1634220_at",3.640576159,2.96501271,3.623699894,2.542854165,2.542854165,2.540269087,2.957091564,2.957297947,2.906783926,3.542176574,3.552179517,3.220538367,3.134680528,3.239778846,3.239881319
"1637811_s_at",8.50008688,8.510954007,8.71858888,8.352825161,8.121764487,8.338388505,8.300947582,8.381348325,8.398841916,8.395812201,8.377966591,8.619928778,8.252631318,8.184350786,8.119042563
"1626702_at",8.860243039,8.852242994,8.818129045,8.391169765,8.391557971,8.397121905,8.671579697,8.530792566,8.448435747,8.746987086,8.763337486,8.967750478,8.737380857,8.801961094,8.574551538
"1623479_at",8.891766553,9.015924498,9.088755158,8.545619397,8.392571415,8.50578352,8.379554433,8.567129021,8.666130147,8.877932813,8.854619359,9.035325619,8.657209542,8.687828376,8.634658298
"1635709_at",11.43894385,10.91496264,11.19320143,11.11137597,11.20654544,10.92333733,11.67535447,11.85519805,11.83853211,11.24502567,11.03113056,11.06848633,11.11372149,11.2049749,11.1383747
"1630880_at",6.855986868,6.781660771,7.068729758,6.752371843,6.42802444,6.557575215,6.123791481,6.196448452,6.592391012,6.80695934,6.488357497,6.912708223,6.169795591,6.599829648,6.285953815
"1636804_at",9.150412661,6.272688386,6.360601375,5.866496793,6.19614094,5.541073941,6.361062488,6.731280341,7.62070839,7.358180625,6.725409683,6.889847612,6.116742816,6.000742605,6.475470692
"1625537_at",8.993182264,8.955885371,9.101112776,8.873716167,9.138544176,8.987445646,9.026056992,8.999874267,9.060770605,8.844696308,8.87291392,9.073504208,8.651607622,8.611703075,8.38107232
"1636915_at",4.539524772,2.8244989,3.817250186,4.379709372,4.669871473,4.492779759,4.015028591,5.109075049,5.585714418,4.151480214,4.621356951,4.939269032,5.41230344,4.800853595,4.259801725
"1637360_at",4.439038524,4.527117395,4.392499019,4.02061038,4.044756762,4.355175071,4.605152525,4.371725328,3.779394981,4.502127103,4.667230279,4.519163699,3.630519355,3.575409629,3.852271059
"1637384_a_at",9.088086323,9.079727631,9.240780391,9.050727524,9.127324298,8.881973133,8.875358819,8.87444126,8.910191802,9.099846455,9.136301214,8.791863354,8.681260612,8.67257208,8.621484609
"1629922_at",3.436525887,3.540078819,3.596100664,2.947359599,2.910824178,2.677528823,2.633200609,2.72195287,2.878312189,3.727191959,3.457745482,3.823033842,3.71907754,3.571516989,3.294316439
"1635290_at",7.504129268,7.746612335,7.442395348,7.589653461,7.718441756,7.791321355,7.484905293,7.508868526,7.445489812,7.610629204,7.420165297,7.697123356,7.884333726,7.784309977,7.743131889
"1632318_at",8.914726533,8.866531724,8.981325293,8.528603672,8.525330694,8.508806968,8.619291092,8.748984598,8.732387333,8.940773914,8.902540086,8.936300607,8.81002144,8.801960374,8.686884205
"1624881_at",8.762073764,8.792724282,8.839427286,8.738417553,8.569296529,8.680722036,8.593638325,8.54375784,8.620545188,8.632289398,8.822207748,8.949123799,8.168495123,8.233920971,8.07633458
"1623316_at",3.164835004,3.164835004,3.178951658,2.729199784,2.731588823,2.842826912,3.056557851,3.084940202,2.728543453,2.85523274,3.165013328,3.244896915,4.817493221,4.757012241,5.096063497
"1639032_at",6.00831492,6.167442024,6.121951669,5.917936346,5.848674651,5.993264185,6.297138506,5.57473659,5.845605419,6.022136599,5.839954676,6.079326987,5.636910744,5.655979992,5.703660063
"1637145_at",5.66218516,5.64998689,5.239353087,5.45706962,5.578262816,5.363117798,5.584307334,5.762892451,5.213205406,5.910717461,5.626789679,5.649412865,5.415943271,5.58677351,5.678297175
"1629621_a_at",5.980458767,6.064269871,6.247579191,6.298774983,5.809965911,6.321814325,5.391181897,5.403509631,5.350910153,6.138913008,6.034794663,6.200819697,5.538045619,5.260930459,5.554941745
"1629216_at",5.44525854,5.120977068,5.1846958,4.837815314,5.020780191,5.000775096,5.094909516,5.01942865,5.08360583,5.048656668,5.615889023,5.371976861,5.678851181,5.198428781,5.067891321
"1629389_a_at",3.114661663,3.116034755,3.114322726,2.82553638,2.954221957,2.787530349,2.532585333,2.536624244,2.536624244,3.114661663,3.026880057,3.301835337,3.098106411,3.250297404,3.152442705
"1628701_a_at",5.409555315,5.514128105,5.727963477,5.049546286,5.406039296,5.603241622,5.816237021,6.028546745,5.613750097,5.559373457,5.865771859,5.505460964,5.502465694,5.661740366,5.485624705
"1639002_s_at",5.350444653,4.667212179,5.056589592,5.091732684,5.109088414,4.723125268,5.413847002,5.918687072,5.535543768,5.522787495,4.940997605,4.976717628,4.307342808,4.761600856,4.935225836
"1632389_at",10.23210387,10.22380073,10.21006976,9.914690484,9.902284718,9.994173974,9.922231182,9.855683839,9.802271666,10.2051789,10.25971003,10.27283274,9.844691883,9.876737933,9.951339464
"1630316_a_at",7.870772827,8.219286034,8.109370423,7.722169757,7.585964237,7.929630634,7.84426607,7.831503757,7.641456205,7.983163842,8.173433902,8.194696009,7.88989118,7.870003251,7.824745303
"1635708_at",7.080518095,7.257461049,7.171997791,6.670855596,6.629678055,6.902071205,6.59258455,6.634141618,6.54570444,6.991503027,6.887923085,7.29030568,7.112178355,7.026716811,6.930364615
"1638163_a_at",5.901519833,5.998255277,5.827919382,4.702817915,4.315258784,4.764685499,5.689293412,5.489498264,5.767181198,5.903290604,5.64032812,6.434843467,5.569121566,5.608749339,5.478293901
"1631669_at",3.519291854,3.596907953,3.419011111,3.668491528,3.801092525,3.701562287,4.929015219,4.829401172,4.586526319,3.676987956,3.962241104,3.811900841,3.02728154,2.917453099,2.9115695
"1639185_at",8.361116351,8.392055917,8.460929531,8.104328237,7.896630703,8.105643827,7.982042693,7.876606565,8.086270439,8.249514715,8.218762831,8.434151805,8.119681583,8.298261512,8.002792473
"1636006_at",9.35004421,9.388442591,9.491170216,9.443112265,9.610639284,9.241963558,9.381350724,9.165495441,9.276288427,9.391919037,9.300281304,9.257262457,8.874469398,8.903333216,8.937649739
"1638197_at",8.20762048,8.271594296,8.292046089,7.475902526,7.442363168,7.477957203,7.849085699,7.898020591,7.942491269,8.17996957,8.388976425,8.559737821,7.973687415,8.041282939,7.972360357
"1632733_at",6.804501815,4.796789656,6.107233995,6.255891315,7.006192863,5.709771967,6.186593425,6.43311332,7.133369037,6.57391495,6.102250331,6.10289591,6.633232163,6.438180079,6.228777087
"1635252_a_at",11.54337255,11.33959865,11.46883091,11.48541093,11.3608959,11.37299729,11.4243354,11.35611708,11.2917842,11.44622683,11.40041625,11.4865525,10.75254146,10.96680047,10.57311132
"1631885_at",7.566316052,7.385432894,7.718966548,7.093523166,6.662815935,6.870129502,7.044348436,7.053659163,7.318316593,7.485480009,7.537386647,7.909278586,7.330207212,7.565443479,7.455949829
"1636598_s_at",9.475291797,9.460025112,9.414274587,9.2701296,9.132152233,9.218967471,9.13032444,9.359484754,9.443640792,9.517237079,9.448229007,9.544766309,9.256951817,9.307206152,9.162861992
"1623441_at",11.06636964,11.21607617,11.20578769,10.89229308,10.79291858,10.85426286,10.85259497,10.78805443,10.8555978,11.07794905,11.16878417,11.19838597,10.96937748,11.04519443,10.97282133
"1637491_s_at",5.755344724,6.46530009,6.241800843,6.25309177,5.355359399,6.27916941,5.693626755,5.04602779,5.248979644,5.913679591,6.119470725,6.538335243,6.179093731,5.903552278,6.002729454
"1636092_a_at",9.122868504,9.342902975,9.448279885,8.912611547,8.831291342,8.931693381,8.834079876,8.94834643,9.116516388,9.30658708,9.269482996,9.382591255,9.137835126,9.180113009,8.99446889
"1636793_at",5.204456681,5.993939812,5.810868971,6.760483204,5.951121835,6.070805595,6.054252671,5.739756645,5.688627498,5.461710006,6.129133721,6.073466912,5.144859448,5.068728654,4.97088714
"1631535_at",9.458978401,9.394542354,9.495554113,8.932634445,8.990126815,8.993792273,9.117712991,9.288027645,9.311254326,9.34609597,9.394388675,9.400182369,9.248109219,9.211126173,9.156880043
"1638200_at",8.190604696,8.140323613,8.352074685,8.045613344,8.27077883,7.947837724,8.08091601,8.117611985,8.187164484,8.223853441,8.363696355,8.373330675,7.866184483,7.86474728,7.752812617
"1623743_at",4.439407246,4.627366856,4.272643343,4.176121062,4.280003123,4.267773802,5.059196692,4.675741936,4.73214301,4.293429936,4.218621471,4.361829263,4.165470996,4.053835122,4.141958157
"1639897_at",5.364254778,5.417637062,5.423473149,4.509283835,4.528461789,4.528461789,4.956422397,4.928089224,4.778171228,5.441564391,5.4131461,5.429315001,4.404915378,4.378013153,4.410421743
"1630447_at",7.85497845,8.077727524,8.104455835,8.126526722,7.727748441,8.035247009,8.073175208,8.044861626,8.148955798,8.2073173,8.302197166,8.222879319,7.715412757,7.998003974,7.809483205
