	GSM864362	GSM864363	GSM864364	GSM864365	GSM864366	GSM864367	GSM864368	GSM864369	GSM864370	GSM864371	GSM864372	GSM864373	GSM864374	GSM864375	GSM864376
1627484_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627485_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627486_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.193673094	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627487_at	2.301988701	2.301988701	2.301988701	2.216420496	2.216420496	2.216420496	2.258792902	2.314274295	2.258792902	2.302183729	2.301988701	2.301988701	2.179869313	2.179869313	2.179869313
1627488_at	10.25149891	10.11867724	10.0739072	10.18032291	10.22771721	10.08310716	10.0961545	9.987647979	9.93473811	10.17048865	10.15492368	10.21409136	10.16872722	10.17528314	10.21220643
1627489_a_at	7.914595691	7.8176134	8.077021044	7.927456978	7.51130873	7.824038251	8.179067969	7.960823363	7.955159861	8.069313564	8.144637634	8.108814445	7.698187908	7.775900317	7.973382623
1627490_at	2.174091872	2.174091872	2.174091872	2.180013228	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627491_at	12.12100748	11.94575613	12.00419977	11.92515416	11.94141839	11.9206184	11.96166799	11.93975858	11.90997022	11.95287022	11.87793178	12.00252694	11.88536041	11.8768522	11.88165447
1627492_at	8.7089816	8.743748744	8.734452412	8.668812081	8.598131987	8.696211277	8.913634934	8.747498785	8.663996488	8.776339223	8.592622286	8.735626296	8.649340432	8.611528309	8.640254844
1627493_at	3.116359509	2.250046515	2.317128838	2.195570684	2.195570684	2.195570684	2.322399479	2.325454695	2.850257859	2.317128838	2.317128838	2.251659849	2.332941455	2.316689814	2.382414844
1627494_s_at	8.439057125	8.560021329	8.549773102	8.326642493	8.330607022	8.325213781	8.270051056	8.091326639	8.201381696	8.517959015	8.496642997	8.466665638	8.327462128	8.221950923	8.297082353
1627495_at	2.178512128	2.178512128	2.178512128	2.181469522	2.181469522	2.185400237	2.185881735	2.185881735	2.185881735	2.178512128	2.178512128	2.181830464	2.181123822	2.181123822	2.181123822
1627496_at	2.175038877	2.175038877	2.175038877	2.190186709	2.194115514	2.190186709	2.210202601	2.210062328	2.210062328	2.175038877	2.175038877	2.175038877	2.234966123	2.191507451	2.1815313
1627497_at	12.10748893	12.09810236	11.93933114	12.15745239	12.1287492	12.19493697	12.0986253	12.09110091	12.03740648	12.13646191	12.08023606	12.11601718	12.13321848	12.18480388	12.11169177
1627498_at	9.420889565	9.441418693	9.461366333	9.483941027	9.40522664	9.372358798	9.450228986	9.537141418	9.427921208	9.390277526	9.288810153	9.46478694	9.385898467	9.389608992	9.366199672
1627499_at	10.03450445	8.83392823	9.510027099	9.741797322	10.08017081	9.41856144	9.946841654	10.2716886	10.47796614	10.18643919	9.819211271	9.648883095	9.666130235	9.941342001	9.811832773
1627500_at	2.174091872	2.192935234	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627501_s_at	3.912171929	3.861487147	3.912171929	4.197702333	4.58915789	3.989034835	3.364947334	3.364947334	3.253494994	4.006031809	3.912171929	3.912171929	3.633449217	3.637226863	3.633449217
1627502_at	8.065314112	8.084370268	8.067262015	8.037401783	8.097260966	8.003019846	8.035494504	8.016953264	8.003372888	8.059720685	8.091328976	8.059533623	8.251171786	8.150541771	8.178192746
1627503_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627504_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627505_at	8.795127734	8.788518865	8.830552966	8.912619701	8.81970753	9.01824131	9.011904222	8.81484824	8.707946857	8.792792475	8.899623551	9.005366929	8.822848986	8.830098316	8.888262823
1627506_at	10.18047179	9.882579325	10.10417615	10.6201124	10.73528766	10.43251627	9.845330612	9.963578336	10.0565113	10.07405264	9.889977223	9.711708043	9.740030507	9.820300745	9.641585753
1627507_at	6.723341348	6.972816698	7.09072675	7.141256633	7.01519347	7.182449412	7.308646647	7.181775575	7.077302098	7.341627427	7.351312512	7.357108612	7.135430353	7.104023589	7.028144392
1627508_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627509_s_at	6.167627701	6.880028516	6.874679893	6.10113879	5.882393271	6.109839932	6.615579839	6.059690017	5.912834092	6.372170203	6.731296183	6.721104551	6.469032306	6.27961735	6.393931822
1627510_at	5.709235578	5.602152898	5.643979047	5.735478948	5.378156125	5.622537902	4.903370509	4.809813712	4.922085026	5.711937146	5.727273696	5.71618814	5.226447357	5.06763085	5.21141441
1627511_at	10.20695571	10.09574273	10.28352661	10.89516014	10.73523026	10.37623993	10.08055263	10.10970902	10.20905647	10.12881085	9.752154447	10.24828251	9.750157004	9.980575957	9.783434466
1627512_at	7.779877775	7.678798744	7.542535202	7.908312923	7.617359965	7.566776031	7.734395135	7.901702734	7.901716177	7.667335525	7.513512811	7.82685173	7.722595828	7.741948938	7.675799584
1627513_at	2.762118442	2.450167848	2.450167848	2.219328025	2.219328025	2.219328025	2.308000943	2.709831444	2.276848927	2.520072152	2.38282538	2.450167848	2.714811654	2.468808064	2.711381936
1627514_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627515_at	11.47719036	11.33636853	11.45712689	11.51352765	11.57645185	11.39059024	11.29238681	11.41967798	11.48988907	11.57163724	11.5826768	11.24942314	11.30071075	11.29896364	11.44977222
1627516_at	2.174092016	2.207717327	2.183382295	2.227501556	2.185058563	2.187733915	2.180955343	2.180955343	2.180955343	2.174830624	2.174091872	2.174830624	2.194211071	2.180460156	2.180028191
1627517_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627518_at	10.22421914	10.3078833	10.10971005	10.1942845	10.15617987	10.19759165	10.08850351	10.17656658	9.995168322	10.22002331	10.28323137	10.21101098	10.17059982	10.31741224	10.25737828
1627519_at	2.174091872	2.174091872	2.174091872	2.179882769	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627520_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181839448	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627525_a_at	8.408544875	8.335533717	8.242452183	8.347356848	8.40032799	8.355117471	8.225263808	8.51751142	8.515218876	8.267921659	8.175589749	8.297499244	8.252360576	8.129026811	8.154305405
1627526_at	9.524093919	9.466564321	9.234564716	9.430456126	9.388643962	9.475030029	9.376740191	9.360854646	9.219010108	9.439999215	9.513145156	9.435948975	9.539262244	9.516149644	9.524678496
1627527_s_at	10.07957491	10.09049668	10.09484293	9.994942536	10.01073813	9.984779005	9.953500899	9.934437178	9.943291089	10.06264804	10.09878747	10.03845142	10.03904442	10.00001858	9.976680626
1627528_at	7.995852883	8.063416584	8.048409491	8.016408457	7.928899375	8.042922293	8.027800484	8.077321915	7.982148752	8.134495168	8.041032527	8.087875493	8.028302575	7.864808538	7.926005084
1627529_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627530_at	10.55040802	10.62364635	10.71143055	10.62843373	10.49800173	10.66622498	10.62587042	10.54650839	10.54781242	10.72662098	10.65950681	10.73055842	10.68394592	10.59246984	10.54907982
1627531_s_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.181369052
1627532_at	9.693968471	9.681775615	9.562874322	10.15294188	10.13035026	10.18674361	10.06700537	10.14940131	10.13367798	10.21113302	10.37923772	10.29296687	10.18492612	10.25563136	10.18774342
1627533_at	8.673149946	8.548030134	8.82116781	8.522564232	8.47960021	8.456227021	8.376201019	8.52604191	8.478943534	8.684709465	8.854604296	8.681552345	8.609091237	8.531424671	8.57679814
1627534_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627535_at	2.174193826	2.187107467	2.174193826	2.177728981	2.200856187	2.177728981	2.180955343	2.180955343	2.180955343	2.174193826	2.174193826	2.174925632	2.17986942	2.17986942	2.17986942
1627536_at	2.174091872	2.174091872	2.202452762	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.189558819	2.189558819	2.189558819
1627537_at	4.463383406	4.831771857	4.481991449	4.399136922	4.57487592	4.274093554	4.076587139	4.180729597	4.115715923	4.443437213	4.428369904	4.425516364	4.124412397	3.922457053	4.059623275
1627538_at	13.00141522	12.94150793	12.91233408	12.89277234	12.9698018	12.83345521	12.80235929	13.02834711	12.98432728	12.9215728	12.98289054	12.99423031	12.73810846	12.77940959	12.8378021
1627539_at	8.822041836	8.968532827	8.843202163	8.817651422	8.787281858	9.014740761	8.818995586	8.698353125	8.748315412	8.901337087	8.941850579	8.909890927	8.812773052	8.898659392	8.873390438
1627540_at	3.029371999	3.029371999	3.029371999	3.050361718	3.240566047	2.988436088	2.509047397	2.499469799	2.565509174	3.068869222	3.029371999	3.029371999	2.582520705	2.582520705	2.582520705
1627541_at	2.174091872	2.174091872	2.174091872	2.1793244	2.1793244	2.1793244	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627542_at	2.174091872	2.174091872	2.174091872	2.179106611	2.179106611	2.179106611	2.182620614	2.182620614	2.182620614	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627543_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627544_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.202007726	2.174091872	2.174091872	2.174091872	2.180472861	2.190273773	2.180891407
1627545_at	9.418366783	9.452966113	9.394017531	9.492881698	9.460367249	9.524454419	9.359129004	9.382963287	9.328680471	9.473050881	9.317636204	9.301849562	9.375617198	9.293032418	9.388168366
1627546_at	8.84909748	8.824908817	8.902272327	8.964063502	8.700947856	8.881735706	8.568686362	8.726488659	8.662385233	8.856744762	8.958047408	9.136665161	8.900594556	8.906164154	9.038284619
1627547_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.182247432	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.210254587
1627548_at	3.570392068	3.420555925	3.56119745	3.222391714	3.091598084	3.091598084	3.154581843	3.154581843	3.173001731	3.56119745	3.56119745	3.552002832	3.826699781	3.839910769	4.002045274
1627549_at	2.199358571	2.192768549	2.199358571	2.537300956	2.757695024	2.528641482	2.305143842	2.305143842	2.315167735	2.210052611	2.199358571	2.238292455	2.325273366	2.325273366	2.325273366
1627550_a_at	7.055631275	7.001631267	7.046134871	7.008829225	6.958912769	6.854476312	7.141649113	7.039456458	7.002505802	7.093114137	7.042372682	7.044580942	7.012806196	7.003730815	7.099750216
1627551_s_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179878965	2.179869313	2.179869313
1627552_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627553_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181249309	2.181249309	2.181249309	2.174091872	2.174091872	2.174091872	2.183299939	2.183299939	2.184607002
1627554_at	2.174091872	2.174091872	2.174091872	2.180656107	2.180656107	2.180656107	2.208842703	2.208842703	2.208842703	2.204937633	2.174091872	2.174091872	2.22595578	2.179869313	2.179869313
1627555_s_at	7.446069217	7.735648656	7.550965348	7.469698865	7.383780002	7.617831569	7.169477394	7.237105389	7.313458401	7.632298055	7.177237664	7.491199246	7.557965564	7.406965344	7.411934058
1627556_at	3.207685176	3.092868042	3.073925653	3.334327812	3.339878854	3.385887301	2.866854171	2.879926994	2.883327825	3.073862681	3.073862681	3.075472762	3.1516505	3.159861496	3.1516505
1627557_a_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627558_at	4.663498504	4.772519374	5.098978803	7.621379416	7.33573044	7.826493746	7.59369229	7.495892863	7.417931462	7.443261367	7.616104829	7.790388829	7.704127011	7.759180723	7.583342766
1627559_at	2.184422949	2.184422949	2.184422949	2.180844637	2.180844637	2.180844637	2.181689205	2.181689205	2.181689205	2.184422949	2.184422949	2.184422949	2.186124375	2.213695698	2.186124375
1627560_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627561_at	2.174091872	2.174091872	2.174091872	2.203928605	2.203928605	2.203928605	2.200130685	2.193518806	2.193518806	2.174091872	2.174091872	2.174091872	2.18054891	2.180618957	2.18054891
1627562_at	9.170428946	9.16331355	9.155583044	8.847946955	8.796853324	8.695848671	8.730047701	8.759210863	8.771832588	9.128258308	9.174308094	9.120263523	9.129915033	9.104599523	9.119488087
1627563_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627564_s_at	9.864869686	9.331743305	9.846789428	10.03556452	9.782051146	9.256220141	9.62781228	9.795431004	9.111160457	9.907509892	9.502337155	9.909151199	9.381942655	9.530209654	9.409525336
1627565_at	6.193771874	5.959580194	6.277908144	6.320674476	6.227743538	6.53790307	6.297592319	6.518414948	6.31236703	6.257591068	5.890858502	6.291095634	5.827784844	6.097164043	6.025194854
1627566_a_at	12.16556931	12.09155452	12.15724973	12.10796537	12.00814036	12.14267425	12.0956373	12.05443296	12.06804323	12.19725663	12.26420575	12.24192883	12.09537528	12.15423355	12.22120125
1627567_at	10.14201473	10.18653955	10.21004851	10.16000143	10.04530997	10.23324041	9.994900415	10.02819728	9.826879694	9.987811456	10.01814172	10.18966787	9.98970894	10.03440123	9.963281959
1627568_at	2.174091872	2.174091872	2.174091872	2.178522428	2.182517786	2.178522428	2.180955343	2.184433134	2.180955343	2.180711478	2.174091872	2.174091872	2.179869313	2.179869313	2.263645176
1627569_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177947111	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627570_a_at	2.174414236	2.174414236	2.174414236	2.18184212	2.181800771	2.181800771	2.186848431	2.186848431	2.186848431	2.174428276	2.174414236	2.174414236	2.24552565	2.188339871	2.188339871
1627571_at	10.49564907	9.946240643	10.29212353	10.06710231	10.56351426	9.82642546	10.16612821	10.48185185	10.73071427	10.35400787	10.11102852	10.07531437	10.14157906	10.17910146	9.987819472
1627572_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.18108217	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174865768	2.179869313	2.179869313	2.179869313
1627573_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627574_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627575_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627576_at	8.415415716	8.680773705	8.565816517	8.452628048	8.444584541	8.485933859	8.526994608	8.329018269	8.161563979	8.495295323	8.497250339	8.662633106	8.612273782	8.500329367	8.496408905
1627577_at	2.406908357	2.394452748	2.395241461	2.824945788	2.841287014	2.829334709	3.095505947	3.099684397	3.100925175	3.262823946	2.442371156	2.492174532	2.225462305	2.818620265	2.479267544
1627578_s_at	2.568248248	2.591798868	2.56774233	2.550024868	2.599683782	2.559380084	2.476827242	2.42553085	2.475353069	2.57490636	2.586618999	2.586441281	2.848593516	2.808371075	2.809043855
1627579_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627580_at	7.914923691	7.985249821	8.038202896	7.773991994	7.534958774	7.723649891	7.387351003	7.429649422	7.427437598	7.800996728	7.868480872	8.106397668	7.773464931	7.713382554	7.57668538
1627581_at	8.001496321	7.39359782	7.312380339	7.566328287	7.417355042	7.529246094	7.579390929	7.578571837	7.829605514	7.837836258	7.761699948	7.812091172	7.659862316	7.714235187	7.834349038
1627582_a_at	7.38212732	7.773572867	7.667512566	7.6859173	7.816214981	7.799273827	7.425354524	7.20042034	7.380730254	7.275154889	7.621534666	7.864165459	7.724873121	7.37084705	7.165081665
1627583_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627584_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627585_a_at	4.316054352	4.281708885	4.281708885	3.635799521	3.919539602	4.163014261	4.422416623	4.359574639	4.198932269	4.282930001	4.285046853	4.417175459	4.163236275	4.036381728	4.343669725
1627586_at	2.174091872	2.174091872	2.174091872	2.178230127	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.175759025	2.174091872	2.179869313	2.179869313	2.179869313
1627587_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627588_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627589_s_at	9.938637553	9.974002753	9.917522025	9.835493058	9.781341716	9.968280859	9.876044406	9.848924396	9.822134988	10.00690474	9.929792091	10.06423711	9.891814344	9.883949182	9.923182938
1627590_at	9.812432139	9.567391611	9.519046453	9.630078746	9.63722528	9.633719882	9.728341228	9.751784024	9.768069214	9.932143642	9.718764574	9.832869837	9.3832224	9.567866025	9.603978096
1627591_at	2.174321148	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.252279271	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627592_at	9.255620499	9.140029091	9.203712368	9.104398946	9.155442242	9.124223393	9.179838965	9.253125607	9.176576959	9.227827996	9.289174487	9.234106736	9.246753236	9.369843066	9.294508129
1627593_at	3.824279646	3.596570968	3.582494304	2.630901362	2.669191096	2.635776302	3.514799918	3.461728128	3.399325155	3.59459921	3.564848667	3.563573633	2.635341187	3.061180337	2.83288753
1627594_at	2.175500014	2.175500014	2.175500014	2.193158219	2.193158219	2.193158219	2.182638276	2.182638276	2.182638276	2.175500014	2.454126554	2.175500014	2.181123247	2.181046376	2.181046376
1627595_at	2.20961513	2.20961513	2.20961513	2.177929129	2.177929129	2.177929129	2.181194412	2.181194412	2.181194412	2.20961513	2.20961513	2.20961513	2.184513404	2.184513404	2.184513404
1627596_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627597_at	2.192689226	2.192689226	2.192689226	2.177728981	2.177728981	2.177728981	2.185531458	2.208388786	2.185531458	2.192689226	2.192689226	2.192689226	2.181402023	2.181402023	2.181763152
1627598_at	8.368918341	8.291698003	8.480136114	8.350121976	8.362310235	8.384411002	8.302518948	8.339727338	8.330809574	8.318586977	8.373572651	8.433089028	8.353125752	8.395267841	8.238468916
1627599_at	4.261092256	4.523784486	4.520861619	4.664544359	4.910598888	4.526095292	4.80593084	4.457723137	4.710171188	4.592274683	4.526089209	4.556788732	4.315142658	4.2612449	4.328297584
1627600_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.180471426
1627601_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627602_at	2.174574474	2.174574474	2.200998367	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174574474	2.174574474	2.174574474	2.179869313	2.179869313	2.179869313
1627603_at	8.144914686	8.061628564	8.158122242	7.97010335	7.797164808	8.014625138	8.060661059	7.867011982	7.698144264	8.034856214	8.072954555	8.159660633	7.988999744	7.958781293	8.069058983
1627604_at	2.174798952	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.17530897	2.174091872	2.179869313	2.179869313	2.179869313
1627605_at	9.770501553	9.722627741	9.734872674	9.597665624	9.593257765	9.643084931	9.663351214	9.730771709	9.662474586	9.781555996	9.767669805	9.799155493	9.730831796	9.772743928	9.733925111
1627606_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627607_at	2.176620795	2.176620795	2.176620795	2.181855	2.178628664	2.178628664	2.182055796	2.182055796	2.182055796	2.176620795	2.176620795	2.176620795	2.202312718	2.202312718	2.202312718
1627608_s_at	3.243255321	3.111012464	3.091001992	3.027532667	3.006724582	3.137076327	3.075690125	3.379759521	3.081539571	3.076132095	3.082754606	3.075582886	3.198240807	3.423410676	3.236215175
1627609_at	12.30734898	12.42675971	12.2292989	12.26851453	12.19034389	12.32505299	12.23779246	12.30644249	12.18783185	12.25795179	12.30542106	12.38224302	12.23459656	12.25866322	12.31570366
1627610_at	2.174091872	2.174091872	2.174985844	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627611_at	2.174091872	2.174091872	2.174091872	2.233486383	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627612_a_at	8.761963185	8.881908258	9.103545846	8.618905849	8.831611224	8.705646627	8.349443075	8.844244751	8.816774845	8.551024279	8.560370545	8.686830673	8.785850899	8.831581763	8.527357792
1627613_at	2.190359244	2.186814283	2.183289486	2.227258876	2.191040591	2.191129179	2.183867794	2.182385874	2.182385874	2.186814283	2.190037169	2.186814283	2.249811881	2.223515568	2.223515568
1627614_at	11.10100443	11.0551554	11.14419917	11.04934161	11.07072996	11.2291098	11.06133869	11.0165587	10.97361329	11.14789036	10.87035501	11.1570306	10.87173047	11.0471493	10.84851714
1627615_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627616_at	9.852276362	9.879910732	9.716812362	9.946713147	9.983698043	9.917651252	9.818829955	9.867805266	9.830019492	9.931153569	10.03414962	9.938491866	9.889797906	9.938850632	9.952350347
1627617_at	8.306073705	8.395460955	8.467080174	8.279470325	8.328858139	8.31952704	8.455049994	8.214050461	8.26300125	8.189249296	8.240008648	8.218289403	8.246186836	8.149359987	8.209414549
1627618_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627619_at	2.1770905	2.1770905	2.1770905	2.18335281	2.18335281	2.18335281	2.190296444	2.190296444	2.190296444	2.1770905	2.1770905	2.1770905	2.179869313	2.179869313	2.179869313
1627620_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.184604318	2.179869313
1627621_at	2.180310709	2.180310709	2.17517854	2.177728981	2.177728981	2.177728981	2.229970743	2.227937363	2.29596708	2.18793075	2.180146373	2.199887554	2.179869313	2.179869313	2.179869313
1627622_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627623_s_at	6.913135928	6.960729249	6.968348545	6.84536604	6.850604264	6.843492171	6.968079706	6.966426584	6.925175985	6.973624062	7.110404459	6.966618868	7.332296877	7.27611205	7.314929382
1627624_s_at	2.174091872	2.174091872	2.174091872	2.186352187	2.186352187	2.194975393	2.202199867	2.199537886	2.199537886	2.174091872	2.174091872	2.174091872	2.348088677	2.343755577	2.343755577
1627625_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627626_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627627_at	8.522455777	8.458598621	8.46164813	8.391909864	8.30639282	8.411289096	8.119965459	8.404289019	8.317901837	8.587418144	8.592800467	8.622178923	8.521906938	8.479545382	8.631836623
1627628_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.178213475	2.180955343	2.180955343	2.180955343	2.189630154	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1627629_at	11.37248411	11.15632607	11.16835233	11.22333766	11.11585574	11.17834754	11.29408424	11.23543183	11.23270282	11.30394219	11.29553529	11.32623444	11.15552034	11.24827018	11.20505547
1627630_s_at	2.17429723	2.174168882	2.177593256	2.203705768	2.187470276	2.187470276	2.183204068	2.183204068	2.233193166	2.174168882	2.174168882	2.174168882	2.179992239	2.179992239	2.275637787
1627631_s_at	14.49898314	14.50493268	14.51904926	14.50102377	14.42990138	14.46070477	14.24206209	14.42303462	14.38117123	14.43607446	14.46325841	14.44240853	14.45387805	14.5051035	14.51325077
