	GSM864362	GSM864363	GSM864364	GSM864365	GSM864366	GSM864367	GSM864368	GSM864369	GSM864370	GSM864371	GSM864372	GSM864373	GSM864374	GSM864375	GSM864376
1616608_a_at	8.784230125	9.112671039	8.913368116	8.840302279	8.883663414	8.658322937	9.031970088	8.710807975	8.727693664	9.01847308	8.966510793	8.827600821	8.85823173	8.648825329	8.762454831
1622892_s_at	8.197617813	8.403477849	8.338810738	8.318536143	8.007084213	8.294654166	7.786487969	7.987621594	7.9604238	8.261112862	8.011493165	8.331247552	8.445827916	8.108716828	8.333710387
1622893_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622894_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179876762	2.179876762	2.179876762
1622895_at	9.127762223	9.172449188	9.183833918	9.096441745	9.006930401	9.177740265	9.184804166	9.080483439	9.08553618	9.262480643	9.259665332	9.20495879	9.164811161	9.12134323	9.16025223
1622896_at	6.175434455	6.606726657	5.80964781	6.767781028	6.700880729	6.689159335	6.966717061	6.364504095	5.777963628	7.045658423	7.210035675	7.053717853	7.031935048	6.915011853	7.08472394
1622897_at	2.202735461	2.202735461	2.202735461	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.202735461	2.231783055	2.202735461	2.184589729	2.195940092	2.195940092
1622898_a_at	10.02641931	10.03855535	9.928079744	10.16293384	10.12981409	10.16523362	9.972835344	10.04993394	10.02314774	10.13070939	10.06429254	10.10322596	10.09413915	10.13826761	10.09544267
1622899_at	2.756438338	2.756438338	2.756438338	2.55989037	2.559722981	2.559722981	2.680021381	2.636802632	2.636802632	2.756438338	2.756438338	2.756438338	3.507944269	3.507944269	3.507944269
1622900_at	2.174091872	2.174091872	2.174091872	2.180423752	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.286979003	2.174091872	2.174091872	2.179869313	2.179869313	2.195402791
1622901_at	3.442189062	3.358906565	3.348704886	3.648235203	3.143389805	3.742008346	2.901293581	3.20944255	2.704233669	3.322070669	3.375648929	3.19761888	3.115896821	3.115896821	3.058499654
1622902_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091919	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622903_s_at	8.681522295	8.76537568	8.89713218	8.478404	8.601343694	8.623998589	8.773971493	8.624452136	8.563113705	8.715548777	8.873408696	8.932431858	8.66469989	8.65611713	8.687199938
1622904_at	2.175587679	2.175587679	2.175587679	2.178086783	2.178086783	2.178086783	2.183036372	2.234823444	2.183036372	2.175587679	2.175587679	2.175587679	2.182496798	2.182496798	2.182496798
1622905_at	2.174091872	2.174091872	2.174091872	2.177736228	2.177736228	2.182598048	2.182407405	2.180962424	2.180962424	2.174091872	2.174091872	2.175270285	2.179869313	2.179869313	2.179869313
1622906_at	7.324659846	7.50434779	7.586583972	7.690698287	7.826900683	7.875539852	7.79678818	7.722021094	7.584387421	7.897480389	7.735167939	8.107967742	7.507126236	7.553315388	7.447377039
1622907_at	7.90005917	7.84032361	7.657453835	7.814383432	7.785449624	7.813053096	7.727940354	7.872199591	7.883548356	8.000178227	7.985076464	7.95128739	7.802341866	7.8640762	7.866758644
1622908_a_at	5.13428695	4.783684825	5.319833349	5.074417293	5.385738647	5.250588411	5.767392182	6.405095333	6.040587875	4.905890117	4.812370897	4.798709376	5.325310956	5.361995232	5.236364897
1622909_at	10.26934029	10.21405411	10.37440149	10.33420002	10.3435095	10.24279385	9.765178327	10.02971913	9.994564019	10.27414158	10.11370587	10.33007177	10.0300096	10.021018	10.02451654
1622910_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.2306153	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622911_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622912_at	5.739941896	5.943231342	5.906307283	5.946581968	5.578209852	5.962971253	5.825077195	5.684028797	5.849863121	5.996991239	5.753101165	5.992529698	5.601530377	5.757131456	5.763155205
1622913_a_at	2.28598611	2.28598611	2.339595574	2.268667123	2.268667123	2.268667123	2.316990616	2.499953863	2.53837565	2.28598611	2.28598611	2.285806474	2.201233051	2.201233051	2.201233051
1622914_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622915_at	2.178445962	2.178445962	2.178445962	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.178445962	2.178445962	2.178445962	2.182033068	2.182033068	2.182033068
1622916_at	2.17428631	2.17428631	2.17428631	2.177728981	2.177728981	2.177728981	2.181196198	2.181196198	2.181196198	2.17428631	2.17428631	2.175670426	2.179869313	2.355142438	2.179869313
1622917_a_at	2.174091872	2.174091872	2.174091872	2.180235981	2.181542917	2.179848977	2.187820242	2.180955343	2.18515858	2.174091872	2.174091872	2.192760262	2.210999099	2.179869313	2.179869313
1622918_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174777994	2.174091872	2.179869313	2.179869313	2.179869313
1622919_at	2.176849876	2.17709201	2.17709201	2.185088848	2.185088848	2.184370011	2.254708251	2.254708251	2.256597804	2.17709201	2.310014984	2.17709201	2.330289364	2.283793156	2.304887955
1622920_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174263232	2.179869313	2.179869313	2.179869313
1622921_at	9.017392422	9.038695587	8.986651363	9.001828652	8.988696708	9.056427694	9.103524776	9.095844771	8.972296067	9.091563302	9.141450731	9.201605106	9.03142647	9.059400421	8.935342101
1622922_at	2.296648742	2.285431079	2.578215368	3.330679136	3.16142449	3.082423989	2.547800201	2.617057284	2.657668341	2.296648742	2.283212862	2.319194603	2.407129185	2.411515401	2.411515401
1622923_at	9.381932179	9.389042253	9.441502796	9.347762146	9.342132884	9.326422199	9.470632169	9.564729647	9.415993906	9.361841009	9.380740509	9.275337164	9.171848117	9.207152243	9.295311986
1622924_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622925_at	8.184681597	8.167984142	8.406606245	8.988298801	8.948875911	9.12651227	8.244889111	8.251172512	8.296903967	8.506454521	8.352183247	8.383779371	8.233287586	8.344967114	7.904183368
1622926_at	5.691785558	5.904549182	6.105349543	5.524703155	5.84829617	5.574507939	5.617000138	5.696760587	5.606146164	6.018846107	5.749556369	5.817478847	6.217578021	5.680361867	5.997967449
1622927_at	2.18991496	2.18991496	2.18991496	2.181516375	2.181516375	2.181516375	2.188016698	2.188016698	2.188016698	2.277375716	2.18991496	2.18991496	2.203557536	2.230483066	2.203557536
1622928_at	8.103840538	8.283084365	8.303146399	8.627464498	8.490825876	8.573778887	8.402367965	8.469692525	8.260911709	8.326980828	8.308426383	8.478239869	8.386637298	8.440273559	8.448938463
1622929_at	2.492207684	2.492207684	2.515377948	2.752460009	2.752460009	2.752460009	2.566940394	2.566940394	2.566940394	2.563776425	2.491792167	2.49341441	2.277738118	2.449840445	2.311334359
1622930_a_at	8.941838288	8.963307328	8.960294005	8.977273263	8.852051277	9.036525061	8.855936094	8.838974895	8.666267398	8.970021918	8.806535605	9.118876543	8.956549291	8.810114702	8.858357523
1622931_at	8.577542416	8.60522371	8.628794924	8.507252415	8.562770606	8.567034261	8.448377599	8.475820064	8.523049803	8.596044371	8.640291275	8.58341029	8.643959654	8.547005329	8.585920619
1622932_s_at	12.37125627	12.03819664	12.28194028	12.26246211	12.42529635	12.11203646	12.10442329	12.1288071	12.33060549	12.31378531	12.08822562	12.28217607	11.93143251	12.11705194	11.95781176
1622933_at	3.525959706	3.411597859	3.488122041	2.898496383	2.881830611	2.916824812	3.274996288	3.274937366	3.300998549	2.713040746	3.217176164	3.433763696	3.007259635	2.898818976	2.842325602
1622934_at	4.843244591	4.82282495	4.788843288	5.117005859	5.255611732	5.307409851	4.544368138	4.556456995	4.556456995	4.813290902	4.810636929	4.793527687	4.989645749	4.994159522	4.883241444
1622935_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.188929485	2.174091872	2.174091872	2.174091872	2.17996485	2.17996485	2.17996485
1622936_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622937_at	8.71367711	8.272001521	8.522771901	8.700212567	8.59876453	8.650148063	8.546985882	8.618398165	8.447754493	8.562495319	7.867942341	8.297192576	8.40856893	8.559020531	8.426028748
1622938_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622939_at	12.62887745	12.78031851	12.84481514	12.74997032	12.76554538	12.662596	12.68593794	12.57351914	12.55025399	12.73291033	12.71456028	12.70065788	12.58988899	12.4487307	12.42737057
1622940_at	2.174091872	2.174091872	2.174091872	2.183134672	2.177825947	2.177825947	2.186640402	2.181039925	2.181039925	2.174091872	2.174091872	2.174225793	2.179869313	2.179869313	2.179869313
1622941_at	12.40684996	12.37367405	12.4232676	12.45623487	12.37773487	12.46187054	12.40897174	12.39928833	12.34799499	12.44174391	12.51092527	12.5185295	12.40812117	12.47789809	12.49043691
1622942_at	2.367507594	2.377448249	2.372224914	2.356676567	2.411975844	2.358131435	2.309903107	2.460090337	2.308639747	2.367507594	2.367507594	2.359548164	2.308173987	2.308173987	2.308173987
1622943_s_at	8.219404266	8.29868363	8.220264319	8.347703861	8.281422217	8.302650057	8.129931107	8.307401754	8.135120434	8.305328711	8.215422688	8.220264319	8.33985085	8.102371857	8.116071092
1622944_at	9.281310531	9.218987119	9.062317843	9.270522619	9.156372149	9.242333755	9.496281261	9.455535982	9.341968764	9.225969651	9.329639718	9.264917641	9.154185715	9.027760061	9.191113633
1622945_a_at	10.97458838	11.06820216	10.97870055	10.9584828	10.92770693	10.9551574	10.92053679	10.82873568	10.78375672	10.97597678	10.87415391	11.11877251	10.94720448	10.95645469	10.99931987
1622946_at	2.25159122	2.25159122	2.260508434	2.177778183	2.272881406	2.177778183	2.182182736	2.188169771	2.182182736	2.25159122	2.242494356	2.25159122	2.197085879	2.197085879	2.197085879
1622947_s_at	13.21377571	13.02106435	13.13116571	13.22387197	13.21969401	13.17730302	13.09988923	13.10052044	13.11257188	13.09589659	13.09848889	13.03899391	13.06430291	13.07731858	13.10008754
1622948_at	8.921340791	8.969750157	8.781234937	8.789366946	8.766192071	8.906523039	8.798984506	8.873018713	8.905469552	8.831816131	8.790426138	8.853522354	8.585322222	8.723839467	8.921710193
1622949_at	8.35905104	7.98896163	8.573735629	8.490110324	8.358673767	8.422963168	8.187942564	8.557787	8.275130714	8.690991684	8.637107438	8.684195115	8.032234707	8.281621375	8.191181936
1622950_a_at	9.831417579	9.621040987	9.745131741	9.563882707	9.607362548	9.582222171	9.65683295	9.691496761	9.70553196	9.660386125	9.581607347	9.646534494	9.478032523	9.471341019	9.428946785
1622951_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622952_at	2.469631793	2.469631793	2.432338804	2.339133482	2.339133482	2.339133482	2.263125176	2.263125176	2.263125176	2.469631793	2.469631793	2.469631793	2.299360326	2.299360326	2.299360326
1622953_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622954_at	2.174091872	2.174091872	2.174091872	2.177728981	2.179587964	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622955_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.279403077	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622956_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622957_s_at	10.04006013	9.665148446	9.988336461	10.1358589	9.856649654	9.716862711	10.28851898	10.4253585	10.42177117	10.28373645	10.25415928	9.823890843	9.840902267	10.4528738	10.3635114
1622958_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.178383728	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622959_at	2.185926334	2.177839302	2.177839302	2.238799613	2.238484887	2.242457105	2.180955343	2.208825211	2.180955343	2.177839302	2.177839302	2.177839302	2.197321552	2.197321552	2.197321552
1622960_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.188809272	2.437667065
1622961_at	2.174091872	2.174091872	2.174091872	2.178110439	2.178110439	2.184052677	2.191233	2.185304871	2.197385473	2.174091872	2.184310534	2.174091872	2.179869313	2.179869313	2.179869313
1622962_a_at	6.949006982	7.078082867	6.584031802	7.144488151	6.860917194	6.975342097	6.937422669	6.905581393	6.70137381	6.908287667	6.945464611	7.076619682	6.926425237	6.832630401	6.948486211
1622963_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181979719	2.181979719	2.181979719	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622964_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.181379236	2.179869313	2.179869313
1622965_s_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.183520936	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622966_at	2.181475742	2.181475742	2.181475742	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.181475742	2.181475742	2.181475742	2.192066774	2.192066774	2.200119847
1622967_at	2.234806547	2.234806547	2.234806547	2.242091609	2.242091609	2.242091609	2.284710211	2.284710211	2.440849226	2.234806547	2.262646775	2.234806547	2.256795946	2.256795946	2.256795946
1622968_at	9.278842103	9.219399079	9.358331388	8.920902533	8.993257475	8.953546961	9.505319981	9.495680718	9.599216601	9.345276504	9.291279565	9.328841051	9.220644028	9.312517905	9.260087267
1622969_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622970_at	7.720830804	7.4041671	7.816246399	7.33215424	7.507325173	7.289250588	7.798830113	7.606351452	7.580205804	7.680329428	7.68409772	7.676495378	7.621248048	7.583287199	7.402262689
1622971_at	8.089096647	8.064392094	8.103425314	8.388318683	8.380639699	8.347951372	8.06238346	8.020518616	8.068761195	8.179516493	7.914283117	8.217954511	8.238047336	8.148301703	8.18303478
1622972_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622973_at	10.48292314	10.15929451	10.38888328	10.52465698	10.57734233	10.37056766	10.3932592	10.67329973	10.71459966	10.56874888	10.49190573	10.44106142	10.38187271	10.6516795	10.49219932
1622974_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622975_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622976_at	8.29218295	8.576987431	8.357894018	8.215502907	8.237171589	8.317824257	8.050272962	8.038222913	8.026156833	8.344374664	8.297196722	8.226541758	8.168591297	7.95096782	8.043147737
1622977_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181680041	2.181680041	2.181680041	2.174210339	2.174924813	2.174091872	2.179869313	2.179869313	2.179869313
1622978_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.191759622
1622979_a_at	11.15858784	11.20874837	11.14772903	11.3886577	11.3501231	11.45547013	11.37701887	11.55808901	11.54261906	11.43164255	11.42917098	11.42829863	11.18683355	11.34767344	11.40575267
1622980_at	11.45063921	11.3051485	11.43271934	11.31161945	11.27611555	11.29010388	11.3528295	11.22973516	11.14031697	11.36691037	11.34356601	11.33659786	11.300878	11.38562155	11.41872658
1622981_at	8.911013408	9.123364362	9.024460598	8.871471171	9.007900639	8.820470363	8.919212789	8.844426606	9.069746627	8.881194377	9.012506518	8.983522717	8.909434691	8.948073391	8.90603979
1622982_at	10.02904113	10.10793885	9.915041899	9.98661751	9.977265749	10.0361995	9.849005768	9.865444364	9.841561388	10.07480386	10.07501219	10.06268263	10.15466641	10.09643169	10.11664773
1622983_a_at	9.684002011	9.72931013	9.731962853	9.431108752	9.369534331	9.572107137	9.256572257	9.488847109	9.359538781	9.505562027	9.557160215	9.826821971	9.621881847	9.557488614	9.515443643
1622984_at	11.68774238	11.61656902	11.63579377	11.63887924	11.44987628	11.56506853	11.62029066	11.58937339	11.54152872	11.62334958	11.6204997	11.65716953	11.57143687	11.64537797	11.5924449
1622985_at	2.174091872	2.174091872	2.176369579	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622986_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181304496	2.181304496	2.21432371	2.174091872	2.177023899	2.174091872	2.179869313	2.179869313	2.179869313
1622987_at	2.174508209	2.175273357	2.174508209	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174508209	2.174508209	2.17702897	2.179869313	2.180050268	2.179869313
1622988_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622989_at	5.700758323	5.750286299	5.719237699	6.026047094	6.082617804	6.009252679	6.134635638	6.307902401	6.0305807	5.851756767	5.909981313	5.92510075	5.985530069	6.003009448	6.129557089
1622990_at	3.05082926	3.051637709	3.706102769	2.491659059	2.54446877	2.462428312	2.704881544	2.693875091	2.725893308	3.343036922	3.076932586	3.300885797	2.88914669	2.906678289	3.134364389
1622991_s_at	3.226581671	3.593168839	3.645198308	3.388575039	3.337632799	3.419822376	3.417958264	3.545414273	3.244737058	3.295699645	3.190276188	3.710589111	3.988360506	3.553382775	3.401503637
1622992_at	5.21312597	5.643327855	5.545550348	5.486996273	5.599291588	5.190410315	5.083241746	5.022069519	5.111635068	5.316307621	5.313804478	5.271095852	5.295861616	5.133953838	5.211103105
1622993_at	2.174091872	2.174091872	2.174091872	2.177907117	2.177868858	2.177868858	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.183782769	2.181485919	2.180044459
1622994_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1622995_at	9.266347417	9.283361577	9.216736042	9.275117243	9.317857232	9.424577232	9.232253247	9.157895512	9.114661797	9.365819358	9.365178875	9.427909263	9.058942717	9.195167111	9.245930452
1622996_at	7.224426608	7.376782479	7.554689448	7.649573588	7.547557568	7.557482784	7.551144764	7.35491815	7.436142889	7.425501286	7.686428623	7.633387197	7.32043021	7.401185136	7.257389128
1622997_at	2.369144472	2.374550694	2.372875266	2.916775651	2.916775651	2.916775651	2.828274375	2.828274375	2.828274375	2.367907981	2.373294123	2.460306687	2.297894692	2.320866858	2.320866858
1622998_a_at	8.483349274	8.715734765	8.632209074	8.497523881	8.462297671	8.476505405	8.631263525	8.503695855	8.397427962	8.590538743	8.630319659	8.644474614	8.600186069	8.56154548	8.613780493
1622999_at	11.90253365	11.8078591	11.8254187	11.79141447	11.82135464	11.81848961	11.74232863	11.73491069	11.75939191	11.75760256	11.74138225	11.76076253	11.55101116	11.52659065	11.58214699
1623000_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174360996	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623001_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.18058986	2.18058986	2.18058986
1623002_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.187122267	2.187122267	2.187122267	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623003_at	2.19409349	2.19409349	2.19409349	2.179971527	2.179971527	2.177728981	2.201808964	2.201844043	2.201844043	2.19409349	2.208921985	2.19409349	2.179998664	2.179998664	2.179998664
1623004_a_at	2.181740087	2.181740087	2.181740087	2.197445474	2.197445474	2.197445474	2.181369253	2.181205338	2.181205338	2.181740087	2.230683788	2.181740087	2.255579729	2.234128777	2.257116981
1623005_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623006_at	3.873048212	3.914791822	3.890935222	3.567150543	3.593428099	3.705552209	3.176131374	3.17470336	2.838368738	3.870150955	3.850015326	3.787680636	3.88528058	3.777641067	3.873649879
1623007_a_at	2.265915419	2.330768508	2.265915419	2.333140712	2.333140712	2.333140712	2.187290889	2.187290889	2.187290889	2.265915419	2.265915419	2.265915419	2.192933633	2.192933633	2.192933633
1623008_at	2.174091872	2.174091872	2.174091872	2.178393074	2.177978016	2.177978016	2.180955343	2.180955343	2.180955343	2.174091872	2.176774461	2.174091872	2.179869313	2.179869313	2.179869313
1623009_at	10.00407487	10.0174166	9.943844759	10.00824792	9.933159759	10.03070246	9.931559729	9.947401691	9.891044567	10.07098832	10.05050997	9.947991606	9.954453809	10.04227208	10.1373481
1623010_at	2.174091872	2.178626056	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623011_at	2.174091872	2.174091872	2.174091872	2.177858806	2.177858806	2.177858806	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623012_at	9.542397402	9.587931345	9.443963372	9.422451498	9.395431066	9.476937485	9.565057217	9.529690527	9.58158715	9.607453018	9.592397759	9.836634313	9.523770474	9.561577247	9.423347212
1623013_s_at	10.0268157	9.988533853	10.02902584	9.921665281	9.823369554	9.952649819	9.773976832	9.87941531	9.894934818	10.03449569	10.13136443	10.01734609	9.743188914	9.930215235	9.922232452
1623014_at	2.189680236	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.214016528	2.214016528	2.214016528	2.174091872	2.174091872	2.174091872	2.179869313	2.18616107	2.179869313
1623015_at	9.250159366	9.439064426	9.207412445	9.623784964	9.611056534	9.726657677	9.366511584	9.393242537	9.237685529	9.619377905	9.585190751	9.36740385	9.666688235	9.695218398	9.686907137
1623016_at	7.548538561	7.398915788	7.086489501	6.951281656	6.943575154	6.952364389	6.550512002	6.373187189	6.289245148	6.811423011	6.820911599	6.98707376	7.032357746	6.568785247	6.214673176
1623017_at	6.235722628	6.502391451	6.283960846	6.093144177	6.153519614	6.155304327	6.106472466	6.103219287	6.020197011	6.282346364	6.241356033	6.479606784	5.95726326	5.997733733	5.98434176
1623018_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623019_a_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.189416529	2.189416529	2.189416529	2.18980917	2.174091872	2.174091872	2.179869313	2.179890699	2.179869313
1623020_at	8.379538084	8.240648489	8.155248401	8.168811104	8.165877637	8.217882393	8.336797131	8.397561905	8.373493355	8.34465841	8.300039898	8.401522857	8.278938169	8.231158143	8.267288429
1623021_at	12.91083336	12.79072825	12.80644508	12.75571933	12.72717955	12.829786	12.80436953	12.7700389	12.78312447	12.88249764	12.7852892	12.91248862	12.81192279	12.8173663	12.86655892
1623022_at	2.175642345	2.189929216	2.175642345	2.17788146	2.17788146	2.200712358	2.181841451	2.18174805	2.18174805	2.175642345	2.175642345	2.175642345	2.215753907	2.215753907	2.215753907
1623023_at	10.62002796	10.93466952	10.74756383	10.04849601	10.62611249	10.2176189	10.63303832	10.49976716	10.58169769	10.630756	10.77334724	10.43891362	10.62694776	10.19070805	10.51497441
1623024_at	2.174091872	2.174091872	2.174091872	2.187447639	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623025_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623026_a_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.193089512	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623027_s_at	2.174678136	2.174311721	2.174311721	2.187462648	2.187462648	2.19753714	2.180955343	2.180955343	2.180955343	2.175495259	2.174311721	2.174311721	2.180386932	2.180386932	2.180386932
1623028_at	2.174091872	2.174091872	2.174091872	2.180673688	2.180673688	2.180673688	2.180955343	2.180955343	2.180955343	2.174866888	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623029_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.182138282	2.182138282	2.182138282	2.174091872	2.174091872	2.247894692	2.179869313	2.179869313	2.179869313
1623030_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623031_a_at	5.532900811	6.038540102	6.142641478	5.31269893	4.858805012	5.526190251	5.00484403	5.229743495	5.30549161	5.694446727	5.061478065	5.792673534	5.468294623	5.288690533	5.03330535
1623032_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.19137893	2.19137893	2.19137893	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.180197907
1623033_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174093564	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623034_at	2.174091872	2.174091872	2.183786368	2.180119937	2.180119937	2.180119937	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.18005098	2.18005098	2.18005098
